OBJECTID,ID,Camera ID,Camera Type,Location,Source,Source_URL,Display_Type,View_Direction,Webcam_URL,PopUp_URL,Consolidated_URL,NearBy_Place,County,State,Elevation_Ft,Longitude,Latitude,GlobalID,Thumbnail URL,View Degrees,Tilt,Zoom,Field of View,Shape__Area,Shape__Length,Shape__Area_2,Shape__Length_2,CreationDate,Creator,EditDate,Editor
821,,Axis-PinyonPeak1,Fire,Pinyon_Peak_1,Alert California,https://ops.alertcalifornia.org/,Picture,Pan-Tilt-Zoom,https://ops.alertcalifornia.org/cam-console/2259,,https://ops.alertcalifornia.org/,,Monterey,,0,-121.786598,36.489601,0c02e7cd-6fb7-422b-87bd-4516ab4f5881,https://ops.alertcalifornia.org/cam-console/2259,76.14,0,1,61.54,,,3819930303.14844,285043.927929582,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA
822,,Axis-LulaVineyard,Fire,Lula_Vineyard,Alert California,https://ops.alertcalifornia.org/,Picture,Pan-Tilt-Zoom,https://ops.alertcalifornia.org/cam-console/2092,,https://ops.alertcalifornia.org/,,Mendocino,,0,-123.516769,39.124763,4d2694f5-9bfe-4aa0-a82f-bba4550ab409,https://ops.alertcalifornia.org/cam-console/2092,203.43,0,1,62.81,,,3976135402.72266,289995.956209909,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA
823,,Axis-MtEmma1,Fire,Mt_Emma_1,Alert California,https://ops.alertcalifornia.org/,Picture,Pan-Tilt-Zoom,https://ops.alertcalifornia.org/cam-console/2161,,https://ops.alertcalifornia.org/,,LosAngeles,,0,-118.080727,34.482483,481d845f-5d42-464a-8961-2eab0eadc2eb,https://ops.alertcalifornia.org/cam-console/2161,358.59,0,1,62.81,,,3775510681.25781,281166.58647103,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA
824,,Axis-MtDiabloWest,Fire,Mt_Diablo_West,Alert California,https://ops.alertcalifornia.org/,Picture,Pan-Tilt-Zoom,https://ops.alertcalifornia.org/cam-console/2158,,https://ops.alertcalifornia.org/,,ContraCosta,,0,-121.919083,37.881699,24b3f871-5405-481a-aed0-9cbbf1f354dc,https://ops.alertcalifornia.org/cam-console/2158,118.53,0,2,61.35,,,3858712576.40625,286410.058715892,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA
825,,Axis-BarnhamNorth,Fire,Barham_North,Alert California,https://ops.alertcalifornia.org/,Picture,Pan-Tilt-Zoom,https://ops.alertcalifornia.org/cam-console/1807,,https://ops.alertcalifornia.org/,,Sonoma,,0,-122.6633,38.508801,53b80d11-eea9-4d9d-af46-1bf4e849ddc1,https://ops.alertcalifornia.org/cam-console/1807,354.54,0,1,62.81,,,3979695358.60938,289636.066854835,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA
826,,Axis-GypsumCanyon1,Fire,Gypsum_Canyon_1,Alert California,https://ops.alertcalifornia.org/,Picture,Pan-Tilt-Zoom,https://ops.alertcalifornia.org/cam-console/2003,,https://ops.alertcalifornia.org/,,Orange,,0,-117.74543,33.893887,d14dbad5-df95-4b9c-98ac-e47c6e01cc50,https://ops.alertcalifornia.org/cam-console/2003,151.59,0,1,61.54,,,3675492510.65234,277856.875272839,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA
827,,Axis-Longvale2,Fire,Longvale_2,Alert California,https://ops.alertcalifornia.org/,Picture,Pan-Tilt-Zoom,https://ops.alertcalifornia.org/cam-console/2567,,https://ops.alertcalifornia.org/,,Mendocino,,0,-123.413203,39.550808,a13e98f3-e7bf-464a-a9a8-70d13e42053e,https://ops.alertcalifornia.org/cam-console/2567,0.2,0,1,61.54,,,3992488376.00781,290964.668060954,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA
828,,Axis-UOregon1,Fire,University_of_Oregon_1,Alert California,https://ops.alertcalifornia.org/,Picture,Pan-Tilt-Zoom,https://ops.alertcalifornia.org/cam-console/11132,,https://ops.alertcalifornia.org/,,Lane,,0,-123.07834,44.04415,b37f7de0-9489-4594-a526-04304943f974,https://ops.alertcalifornia.org/cam-console/11132,150.19,0,252,34.72,,,2743486922.49219,268870.379740858,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA
829,,Axis-VerdugoPeak1,Fire,Verdugo_Peak_1,Alert California,https://ops.alertcalifornia.org/,Picture,Pan-Tilt-Zoom,https://ops.alertcalifornia.org/cam-console/2477,,https://ops.alertcalifornia.org/,,LosAngeles,,0,-118.275917,34.214943,8e701d01-eb90-4a8c-a6d0-97b5660689a9,https://ops.alertcalifornia.org/cam-console/2477,354.8,0,1,62.81,,,3763432987.47656,280690.914542941,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA
830,,Axis-PrefumoCanyon1,Fire,Prefumo_Canyon_1,Alert California,https://ops.alertcalifornia.org/,Picture,Pan-Tilt-Zoom,https://ops.alertcalifornia.org/cam-console/2275,,https://ops.alertcalifornia.org/,,SanLuisObispo,,0,-120.762711,35.25296,d5ae8341-c07e-466a-97f1-a849cc5e85b2,https://ops.alertcalifornia.org/cam-console/2275,357.64,0,1,61.54,,,3767264201.83594,281424.927447717,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA
831,,Axis-Midas,Fire,Midas_Peak,Alert California,https://ops.alertcalifornia.org/,Picture,Pan-Tilt-Zoom,https://ops.alertcalifornia.org/cam-console/12213,,https://ops.alertcalifornia.org/,,Elko,,0,-116.818611,41.27285,d6ca46a4-23ab-41f3-887a-ff49f56ebba8,https://ops.alertcalifornia.org/cam-console/12213,0.02,0,1,62.81,,,4145269864.22656,296499.348002349,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA
832,,FLIR-Airpark,Fire,Airpark_8_Thermal,Alert California,https://ops.alertcalifornia.org/,Picture,Pan-Tilt-Zoom,https://ops.alertcalifornia.org/cam-console/2591,,https://ops.alertcalifornia.org/,,Butte,,0,-121.850602,39.799638,93a426a1-d865-44fb-ac74-078cff6aa616,https://ops.alertcalifornia.org/cam-console/2591,38.23,0,1,8,,,635127843.164063,213274.893143013,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA
833,,Axis-LaHabra2,Fire,Rancho_La_Habra_2,Alert California,https://ops.alertcalifornia.org/,Picture,Pan-Tilt-Zoom,https://ops.alertcalifornia.org/cam-console/2293,,https://ops.alertcalifornia.org/,,LosAngeles,,0,-117.942902,33.973301,7892cbb9-997d-4fd3-9fd3-81b9be25da8a,https://ops.alertcalifornia.org/cam-console/2293,299.78,0,1,62.81,,,3752621433.88672,281882.623325745,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA
834,,Axis-SmithRidgeOR,Fire,Smith_Ridge_OR,Alert California,https://ops.alertcalifornia.org/,Picture,Pan-Tilt-Zoom,https://ops.alertcalifornia.org/cam-console/11140,,https://ops.alertcalifornia.org/,,Linn,,0,-122.04087,44.29507,cba1fdcd-6ffc-4eab-9696-0097c5a4aa49,https://ops.alertcalifornia.org/cam-console/11140,314.33,0,1,61.54,,,4309045161.39844,305819.920950705,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA
835,,Axis-WeirCanyon2,Fire,Weir_Canyon_Serrano_2,Alert California,https://ops.alertcalifornia.org/,Picture,Pan-Tilt-Zoom,https://ops.alertcalifornia.org/cam-console/2487,,https://ops.alertcalifornia.org/,,Orange,,0,-117.738045,33.844055,a63ec89c-8431-4b28-81b9-204a740f4d97,https://ops.alertcalifornia.org/cam-console/2487,239.96,0,1,61.54,,,3675287662.99219,278409.547719461,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA
836,,Axis-DeerHorn2,Fire,Deer_Horn_2,Alert California,https://ops.alertcalifornia.org/,Picture,Pan-Tilt-Zoom,https://ops.alertcalifornia.org/cam-console/1936,,https://ops.alertcalifornia.org/,,Humboldt,,0,-123.672035,41.177078,7025cb21-6bac-4374-9146-2afedb897361,https://ops.alertcalifornia.org/cam-console/1936,60.11,0,1,61.54,,,4091245301.00781,296599.806598599,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA
837,,Axis-SulphurEast2,Fire,Upper_Ojai_2,Alert California,https://ops.alertcalifornia.org/,Picture,Pan-Tilt-Zoom,https://ops.alertcalifornia.org/cam-console/2475,,https://ops.alertcalifornia.org/,,Ventura,,0,-119.155655,34.42358,82dc2295-7078-48f3-9e92-5f14295b76e6,https://ops.alertcalifornia.org/cam-console/2475,-0.38,0,1,62.81,,,3772809359.12109,281054.017287881,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA
838,,Axis-FayRanch2,Fire,Fay_Ranch_Rd_2,Alert California,https://ops.alertcalifornia.org/,Picture,Pan-Tilt-Zoom,https://ops.alertcalifornia.org/cam-console/1968,,https://ops.alertcalifornia.org/,,Kern,,0,-118.29055,35.667496,5067a00f-3e0c-4abd-a048-37e7ed7bca35,https://ops.alertcalifornia.org/cam-console/1968,-0.75,0,1,61.54,,,3786941423.41797,282251.646012316,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA
839,,Axis-Yellow,Fire,Yellow_Pk,Alert California,https://ops.alertcalifornia.org/,Picture,Pan-Tilt-Zoom,https://ops.alertcalifornia.org/cam-console/12235,,https://ops.alertcalifornia.org/,,Washoe,,0,-119.6244,41.83601,607e1694-c9be-4404-b8a2-8b4375f90f6c,https://ops.alertcalifornia.org/cam-console/12235,246.7,0,1,61.54,,,4095159365.3125,296997.580238566,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA
840,,Axis-BloomerLookout2,Fire,Bloomer_Lookout_2,Alert California,https://ops.alertcalifornia.org/,Picture,Pan-Tilt-Zoom,https://ops.alertcalifornia.org/cam-console/1619,,https://ops.alertcalifornia.org/,,Butte,,0,-121.463402,39.651001,6146e827-31da-4100-a0d4-752da2ac3fe3,https://ops.alertcalifornia.org/cam-console/1619,59.92,0,1,62.81,,,4045576115.23047,294702.604080303,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA
841,,Axis-MohrhardtRidge1,Fire,Mohrhardt_Ridge_1,Alert California,https://ops.alertcalifornia.org/,Picture,Pan-Tilt-Zoom,https://ops.alertcalifornia.org/cam-console/2131,,https://ops.alertcalifornia.org/,,Sonoma,,0,-123.159645,38.577747,0dbd232a-c66b-48e0-94c7-efb7c4235c2e,https://ops.alertcalifornia.org/cam-console/2131,75.05,0,1,61.54,,,3929807887.53516,289892.041057087,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA
842,,Axis-RattlesnakePeak2,Fire,Rattlesnake_Peak_2,Alert California,https://ops.alertcalifornia.org/,Picture,Pan-Tilt-Zoom,https://ops.alertcalifornia.org/cam-console/1772,,https://ops.alertcalifornia.org/,,Butte,,0,-121.408897,39.469601,10bbad17-6837-46e1-bdd6-ff3cbadca7ad,https://ops.alertcalifornia.org/cam-console/1772,240.67,0,1,61.54,,,3951115017.34766,290452.57818537,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA
843,,Axis-Mebane2,Fire,Mebane_2,Alert California,https://ops.alertcalifornia.org/,Picture,Pan-Tilt-Zoom,https://ops.alertcalifornia.org/cam-console/2114,,https://ops.alertcalifornia.org/,,Kern,,0,-118.717606,35.516098,d2180e2a-f92c-4b72-83da-c12c6f7ef43d,https://ops.alertcalifornia.org/cam-console/2114,0.06,0,1,62.81,,,3824075272.78125,283163.303937219,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA
844,,Axis-WilliamsHill1,Fire,Williams_Hill_1,Alert California,https://ops.alertcalifornia.org/,Picture,Pan-Tilt-Zoom,https://ops.alertcalifornia.org/cam-console/2509,,https://ops.alertcalifornia.org/,,Monterey,,0,-121.001999,35.951,bbc07b63-4df3-4f9f-b1f4-1cf07a2d724c,https://ops.alertcalifornia.org/cam-console/2509,338.51,0,1,61.54,,,3802219979.00781,283143.332713439,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA
845,,Axis-BaldCA,Fire,Bald_Mtn_El_Dorado_1,Alert California,https://ops.alertcalifornia.org/,Picture,Pan-Tilt-Zoom,https://ops.alertcalifornia.org/cam-console/12179,,https://ops.alertcalifornia.org/,,El Dorado,,0,-120.704002,38.903,63b1a087-4e0f-4bb7-b65c-0283df394044,https://ops.alertcalifornia.org/cam-console/12179,28.47,0,1,61.54,,,3958121321.84375,290005.545733944,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA
846,,Axis-HighDivide2,Fire,High_Divide_2,Alert California,https://ops.alertcalifornia.org/,Picture,Pan-Tilt-Zoom,https://ops.alertcalifornia.org/cam-console/2021,,https://ops.alertcalifornia.org/,,DelNorte,,0,-124.062958,41.926983,83b9a19e-c660-41a2-8aec-9884ec71c1e6,https://ops.alertcalifornia.org/cam-console/2021,130.06,0,1,61.54,,,4094661999.16797,296461.613019718,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA
847,,Axis-Figueroa1,Fire,Figueroa_1,Alert California,https://ops.alertcalifornia.org/,Picture,Pan-Tilt-Zoom,https://ops.alertcalifornia.org/cam-console/1971,,https://ops.alertcalifornia.org/,,SantaBarbara,,0,-119.991867,34.728249,45e6b613-f7c5-42b5-a80b-e2434fcfa923,https://ops.alertcalifornia.org/cam-console/1971,216.72,0,1,61.54,,,3711115630.70703,279523.253027715,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA
848,,Axis-Figueroa2,Fire,Figueroa_2,Alert California,https://ops.alertcalifornia.org/,Picture,Pan-Tilt-Zoom,https://ops.alertcalifornia.org/cam-console/1972,,https://ops.alertcalifornia.org/,,SantaBarbara,,0,-119.992004,34.728291,4267a5fa-dd8a-465c-8785-bbc419d4dbaa,https://ops.alertcalifornia.org/cam-console/1972,60.34,0,1,61.54,,,3742899623.38672,281349.994393026,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA
849,,Axis-TemescalTrailhead2,Fire,Temescal_Trailhead_2,Alert California,https://ops.alertcalifornia.org/,Picture,Pan-Tilt-Zoom,https://ops.alertcalifornia.org/cam-console/2447,,https://ops.alertcalifornia.org/,,LosAngeles,,0,-118.54657,34.077404,349f9476-6d78-4a7a-8af4-afeea3904717,https://ops.alertcalifornia.org/cam-console/2447,300.44,0,1,61.54,,,3713768974.15625,280069.627315393,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA
850,,Axis-WestPeak2,Fire,West_Peak_2,Alert California,https://ops.alertcalifornia.org/,Picture,Pan-Tilt-Zoom,https://ops.alertcalifornia.org/cam-console/2491,,https://ops.alertcalifornia.org/,,Shasta,,0,-122.505096,40.537701,c3b4ff8e-7201-40cf-8aef-e8405b9e8ad9,https://ops.alertcalifornia.org/cam-console/2491,120.13,0,1,62.81,,,4059615428.45703,295320.357691014,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA
851,,Axis-Longvale1,Fire,Longvale_1,Alert California,https://ops.alertcalifornia.org/,Picture,Pan-Tilt-Zoom,https://ops.alertcalifornia.org/cam-console/2566,,https://ops.alertcalifornia.org/,,Mendocino,,0,-123.413203,39.550808,5c66ef1e-f18b-45f1-9092-047ca53f0d03,https://ops.alertcalifornia.org/cam-console/2566,42.1,0,1,61.54,,,3996139315.94922,291973.866068522,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA
852,,Axis-PortalRidge1,Fire,Portal_Ridge_1,Alert California,https://ops.alertcalifornia.org/,Picture,Pan-Tilt-Zoom,https://ops.alertcalifornia.org/cam-console/2269,,https://ops.alertcalifornia.org/,,LosAngeles,,0,-118.432617,34.679214,57c99aa1-56c6-4e2f-8903-145872453fc0,https://ops.alertcalifornia.org/cam-console/2269,223.72,0,1,61.54,,,3708935247.46484,279557.237035855,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA
853,,Axis-Bodega1,Fire,Bodega_Bay,Alert California,https://ops.alertcalifornia.org/,Picture,Pan-Tilt-Zoom,https://ops.alertcalifornia.org/cam-console/2759,,https://ops.alertcalifornia.org/,,Sonoma,,0,-123.020507,38.341701,f165ee57-99f4-45e5-9cca-9d5138b4a9e2,https://ops.alertcalifornia.org/cam-console/2759,71.89,0,1,61.54,,,3918758674.14844,289326.464149535,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA
854,,Axis-Harvard1,Fire,Mt_Harvard_1,Alert California,https://ops.alertcalifornia.org/,Picture,Pan-Tilt-Zoom,https://ops.alertcalifornia.org/cam-console/2168,,https://ops.alertcalifornia.org/,,LosAngeles,,0,-118.062164,34.212944,5204dbda-28f5-476f-83b6-910ba5bca08b,https://ops.alertcalifornia.org/cam-console/2168,303.45,0,1,62.81,,,3764370864.41016,282261.355632483,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA
855,,Axis-NorthFork1,Fire,North_Fork_1,Alert California,https://ops.alertcalifornia.org/,Picture,Pan-Tilt-Zoom,https://ops.alertcalifornia.org/cam-console/9206,,https://ops.alertcalifornia.org/,,Madera,,0,-119.51378,37.228337,6298da15-1568-4c03-b50a-e87508762bd8,https://ops.alertcalifornia.org/cam-console/9206,0,0,1,65.33,,,3994502781.07422,289005.635216787,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA
856,,Axis-GirardRidge2,Fire,Girard_Ridge_2,Alert California,https://ops.alertcalifornia.org/,Picture,Pan-Tilt-Zoom,https://ops.alertcalifornia.org/cam-console/1655,,https://ops.alertcalifornia.org/,,Shasta,,0,-122.291748,41.126801,b78c5c3c-240f-410f-bdef-2c7dbd2dea2b,https://ops.alertcalifornia.org/cam-console/1655,60.19,0,1,61.54,,,4088039731.34766,296460.952127461,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA
857,,Axis-MammothMtn2,Fire,Mammoth_Mtn_2,Alert California,https://ops.alertcalifornia.org/,Picture,Pan-Tilt-Zoom,https://ops.alertcalifornia.org/cam-console/2722,,https://ops.alertcalifornia.org/,,Madera,,0,-119.03315,37.630726,d60c778e-7668-41fa-884d-fb420333e047,https://ops.alertcalifornia.org/cam-console/2722,299.77,0,1,61.54,,,3885964666.48828,287585.948457539,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA
858,,Axis-SagePeak2,Fire,Sage_Peak_2,Alert California,https://ops.alertcalifornia.org/,Picture,Pan-Tilt-Zoom,https://ops.alertcalifornia.org/cam-console/2342,,https://ops.alertcalifornia.org/,,Ventura,,0,-118.673889,34.244583,fe193759-c8db-426d-8557-a4c5ed0179a8,https://ops.alertcalifornia.org/cam-console/2342,60.16,0,1,62.81,,,3764840066.86328,282412.514525581,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA
859,,Axis-RechePeak1,Fire,Reche_Peak_1,Alert California,https://ops.alertcalifornia.org/,Picture,Pan-Tilt-Zoom,https://ops.alertcalifornia.org/cam-console/2298,,https://ops.alertcalifornia.org/,,Riverside,,0,-117.247681,33.989338,823e31bf-0387-48f3-aa07-be7211780392,https://ops.alertcalifornia.org/cam-console/2298,161.45,0,1,62.81,,,3723924597.55859,279280.583626588,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA
860,,Axis-LagunaObsSouth,Fire,Mt_Laguna_Obsv_South,Alert California,https://ops.alertcalifornia.org/,Picture,Pan-Tilt-Zoom,https://ops.alertcalifornia.org/cam-console/2175,,https://ops.alertcalifornia.org/,,SanDiego,,0,-116.426521,32.839649,e4681fd6-8187-4b33-a9dd-6bb95b973505,https://ops.alertcalifornia.org/cam-console/2175,207.25,0,1,62.81,,,3674735859.21875,277459.003677208,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA
861,,Axis-LopezHill,Fire,Lopez_Hill,Alert California,https://ops.alertcalifornia.org/,Picture,Pan-Tilt-Zoom,https://ops.alertcalifornia.org/cam-console/2085,,https://ops.alertcalifornia.org/,,SanLuisObispo,,0,-120.489334,35.17878,62d55f9a-35a3-40e6-aaa3-5cb24c685da0,https://ops.alertcalifornia.org/cam-console/2085,36.74,0,1,62.81,,,3810927266.06641,283519.024371791,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA
862,,Axis-Stover1,Fire,Stover_Mtn,Alert California,https://ops.alertcalifornia.org/,Picture,Pan-Tilt-Zoom,https://ops.alertcalifornia.org/cam-console/2588,,https://ops.alertcalifornia.org/,,Plumas,,0,-121.302783,40.280546,7f348921-71fa-46b3-922b-0026f2893b97,https://ops.alertcalifornia.org/cam-console/2588,292.99,0,1,61.54,,,4032627638.79688,294230.062657832,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA
863,,Axis-Felicita,Fire,Felicita_San_Diego_1,Alert California,https://ops.alertcalifornia.org/,Picture,Pan-Tilt-Zoom,https://ops.alertcalifornia.org/cam-console/1969,,https://ops.alertcalifornia.org/,,SanDiego,,0,-117.094604,33.083218,8ab0cd37-6f02-484a-bef0-2c3b6ea08e43,https://ops.alertcalifornia.org/cam-console/1969,120.71,0,1,61.54,,,3643386578.17188,277017.203094475,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA
864,,Axis-FleaMtn,Fire,Flea_Mtn_1,Alert California,https://ops.alertcalifornia.org/,Picture,Pan-Tilt-Zoom,https://ops.alertcalifornia.org/cam-console/1006,,https://ops.alertcalifornia.org/,,Butte,,0,-121.471603,39.829201,79fd1011-93b3-4762-ae77-d77fa259067e,https://ops.alertcalifornia.org/cam-console/1006,79.26,0,1,61.54,,,3998031718.84375,293027.265110292,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA
865,,Axis-BaldMtnLaPorte,Fire,Bald_Mtn_La_Porte,Alert California,https://ops.alertcalifornia.org/,Picture,Pan-Tilt-Zoom,https://ops.alertcalifornia.org/cam-console/1612,,https://ops.alertcalifornia.org/,,Plumas,,0,-120.980133,39.69688,ef930b4f-2616-45e7-ad19-2ccb0f6f2e34,https://ops.alertcalifornia.org/cam-console/1612,186.45,0,1,61.54,,,3963644914.13281,289771.9284379,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA
866,,Axis-Kelseyville2,Fire,Kelseyville_2,Alert California,https://ops.alertcalifornia.org/,Picture,Pan-Tilt-Zoom,https://ops.alertcalifornia.org/cam-console/2047,,https://ops.alertcalifornia.org/,,Lake,,0,-122.770859,38.973583,2ceadea3-aa61-4682-965b-20944a065dbe,https://ops.alertcalifornia.org/cam-console/2047,59.81,0,1,61.54,,,3959585114.06641,290799.955787526,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA
